XJ14FjKd9GU	tessaceleste	1189	Entertainment	227	528	4.2	5	5
AB5qxtnpVWY	tessaceleste	1247	Comedy	80	1018	4	30	26
UIWVvMNK1EQ	tessaceleste	1233	Comedy	69	1499	4.48	56	47
6jhpLrh03pI	celestexcatastrophe	1237	Music	205	279	4	4	4
ncozOcmzNtI	alaputa11	1043	Music	193	428	0	0	1
kiMfsEqli1Q	booloveswondergirls	1237	Entertainment	192	2364	4.98	44	33
285T1FTyPok	booloveswondergirls	1237	Entertainment	214	281	5	6	4
hnorxKaU8tk	wondergurlsfan	1236	Entertainment	53	211	5	1	1
BKHVXL61l58	booloveswondergirls	1237	Entertainment	278	2079	4.98	41	29
1I5x4UWK7hE	jjakloveand	1236	Comedy	134	9919	5	65	45
0ojp7AsdEbw	Mihyejung	1237	Entertainment	190	1532	4.47	17	32
Kax-puebiLU	booloveswondergirls	1237	Entertainment	68	400	5	9	3
2X1WRMXg9hs	countofyuri	1236	Music	176	222	5	9	2
x2fxsOuVlsc	sincee1993	1236	Music	139	282	5	2	0
GrXOGJ6FEmc	Rannie19	1237	Entertainment	275	466	3	4	4
r7ykqcV3kq4	areugaycauseiam	1236	Music	195	1966	4.77	13	20
LANTxOBrM7k	booloveswondergirls	1219	Entertainment	283	4488	4.9	48	47
bwRv23TrPWs	hkyungg	1236	Entertainment	16	852	5	6	4
H1cCopSSHtI	YongYongie	1237	Music	29	484	5	3	0
F1daLOuIm4E	nostuffy	1237	Music	192	425	5	5	1
xWr5RBVv2q4	evithebest18	1252	Entertainment	178	199	1	4	3
WCq59w6pW5k	shortymCmurphy	1253	Entertainment	163	394	1	8	6
aih37-V6W4M	tekken801	1252	Sports	297	306	5	2	1
pzkrjMUt0EM	HarryPig94	1212	Music	262	125	0	0	0
B0Q7VrGJI8E	pjeeeh	710	Music	229	42603	4.59	59	20
3uLeLvr6TPI	jenjenrox1	1222	Music	238	527	5	3	2
ux4sGNkzMF8	wood361	1236	Music	476	416	0	0	2
lobblzKvAG8	meldent	1215	Music	243	463	5	2	3
Gov4qpyxsD4	cjamesonline	1236	Music	87	55	5	2	1
MiMeSahmrgM	AntBasf7072	1236	Music	180	291	5	85	31
ZgSAvjg3J-w	kramm3r	382	Music	205	14774	4.87	76	24
eVEEch4lgDM	HiphopRapMUSIC	1236	Music	220	357	4	4	1
ujvKiT0r_s0	AVIVCUTE	1237	Music	234	405	5	3	1
KDdGTsXNHJM	dragqueendiva	1236	Entertainment	238	622	3	4	8
IrtaNK-WjvM	John88Jones	1236	Music	230	1855	5	4	2
pqd_2wC_vLo	chitownpimp2	1227	Music	243	1455	5	3	2
Q1H115y7GwY	wesley4569858	1248	News|Politics	247	70	0	0	0
Xz2hxpmd9p0	reallycoolgamer	1053	Comedy	113	271	3.4	5	1
R5P1_U7LZX8	mrme93	1016	Music	218	9346	4.23	60	70
dgW0XpAVC20	UncleDonAndMikey	1052	Comedy	79	639	3.17	6	5
Z0z_GmXwdHA	PuppetMasterX1001	1018	Entertainment	153	3727	3.81	27	15
T6WcMSv4lRg	AsthmaticHorn	1023	Comedy	52	607	4.31	16	13
ilZz4dIP0_8	darry3	1017	Music	90	6639	4.58	43	25
ccI0RRgJ5ws	CaptainBukcwald	910	Music	59	760	4	8	9
-0sdIU5uXh4	TayZondayFan	1043	Music	75	4442	4.32	37	27
3WeVBWAvMjQ	AKane47	1019	Music	204	2378	4.41	22	18
VKDi8sTKAp0	disaster9xo	1076	Comedy	59	1804	3.73	15	16
0YTz5GJ4MVs	kickanus	932	Comedy	92	3391	3.37	30	12
1htMhBxdJzk	arrex05	975	Comedy	114	99	2.33	3	0
_rJJaoCwv2A	Adorableaussie16	1187	People|Blogs	228	328	3.75	4	9
7BVwbXJ_nRw	F430freak713	1210	People|Blogs	232	104	1	1	2
QNFbw30bSVU	flopsiical	1190	People|Blogs	183	669	4.33	15	55
pxi0uTmKTbc	BeanerLaRue	1229	Film|Animation	451	11620	4.88	357	409
3JZGdCHQCoc	2604Marina	1254	Music	40	707	5	16	15
zoKL0RfFIVM	sbalsamello	1236	Entertainment	236	434	0	0	5
TzQxsXEfsZc	strawberyvanilla	1236	Entertainment	139	569	5	5	0
k5t9knirgGk	booloveswondergirls	1236	Entertainment	608	1715	5	22	10
g-4QjD3mHyM	Chalupa6	1237	Entertainment	355	897	5	11	3
AyUhTQk-Oto	NoM0reTeaRs	1027	Music	190	6451	4.83	24	13
lrA9Yd8mNRo	chubbydw90	1235	People|Blogs	16	10311	5	27	22
-QEjkwsnLPg	roswellgirl	1234	Music	208	2097	5	27	25
iZZD6iuLRjU	TroubleOwnsMe	1229	Music	181	12420	4.86	28	51
Ss1WepSMMrs	koreanbytch01	1236	Music	73	106	0	0	3
yItMfvRq8EQ	SpeedUpVideos	1236	Comedy	50	2024	4.86	43	15
octfxIGck7A	SpeedUpVideos	1238	Comedy	162	2860	4.38	42	38
4ivLD_88ZEk	SpeedUpVideos	1247	Comedy	104	869	4.4	15	7
JvhMyzA6NNA	SpeedUpVideos	1238	Comedy	41	2921	4.65	23	17
lDkZiqBptkw	skatehardorelse	1235	Comedy	50	1311	4.37	27	20
77VT_ke16XU	fletcherdilmore	1252	Nonprofits|Activism	137	4222	3.88	77	92
uIi69lMizX0	TrentonFilms	1248	Comedy	70	336	4.75	20	29
55psTAA3wTg	nerfy642	1168	People|Blogs	60	2338	4.75	20	16
YeoDpZB-w6k	Fronk2107	1232	Comedy	75	62549	4.82	226	192
9so-s6r4iPU	TnFpro	1251	Comedy	147	218	3.92	13	24
YEuSpheCWbc	fletcherdilmore	1077	Comedy	313	2430	3.28	130	157
PLICi3JovfU	fletcherdilmore	1124	Comedy	94	6638	3.32	307	268
APKzrhAsShM	TnFpro	1238	Sports	202	486	3.89	37	44
5MCjlQi7O0M	nerfy642	1163	People|Blogs	176	801	5	3	4
KeMy_8bnd7U	superemopeople	821	Entertainment	45	978	4	4	3
5O9ZCtc-Jno	DrummerGuy00	1257	Comedy	53	464	3.39	36	19
IHsPkXyLau8	SmoshOnSpeed	1257	Comedy	182	88	5	7	4
J7hSTRrGDnw	THRRT	1257	Comedy	182	82	3.5	6	7
3ilvjpq6GL4	andrewiskb24	1257	Entertainment	364	32	0	0	0
fTDbpBT74ns	DilAndMatt	1256	Comedy	270	444	3.5	10	1
LelTXbuni0Q	elkillodemedina	1257	Comedy	267	830	1.33	12	4
5IkdyjPwcrs	DeadlyDagger169	1258	People|Blogs	49	13	0	0	0
Jv1nEir3ONg	Sandro246	1223	Comedy	140	805	2	8	4
56CgFae3WD0	Bucks886	1173	Comedy	242	853	4.33	6	10
CDSKha4ZUek	beastproductions123	1187	Comedy	122	6352	2.84	62	92
Y9we2JSwa64	LaCokaNostra81	1251	Entertainment	150	261	5	2	3
bwiHzs3kyyQ	nigznigz	875	People|Blogs	77	1918	1.7	20	10
FRykdr0lERg	jarki0	1161	Comedy	170	303	1	3	1
Ofj6P4QEoFg	118Blue	1252	Comedy	77	27	5	3	4
NBrilxY_KCI	winneke1	760	Music	97	2209	5	3	1
8WmyudUAU7U	jayjayman8	 0 	UNA	162	32469	3.75	12	2
zRxa_Lep_8Q	ffffffhgdhhdgfhgdfyr	997	Entertainment	96	1029	1	1	2
nOEYolWXqlQ	thaosupafly	1022	Comedy	200	403	4.5	2	2
OblxpMmMVWU	benkillian	484	Comedy	366	51795	2.08	389	869
Z0QP0la8pZQ	thaosupafly	1030	Comedy	235	328	3	1	1
1pXINurLx9U	thaosupafly	1028	Comedy	207	130	0	0	0
3RO76T7HzdE	killerfatty666	531	Sports	181	66994	4.67	359	334
6lSacjP4nW0	simonegw253	1118	Comedy	240	153	0	0	0
IEYyakTw4cU	Youngreek22	1035	Entertainment	467	64	0	0	0
-t4tjk9dR5Y	freestyleRAP118	1011	Music	267	12737	4.31	16	10
HQoHEBUJW-M	THEMACK313	911	Entertainment	594	3084	0	0	6
_64VnA68T2Y	whatsthebizz	1230	Entertainment	95	225	1	1	5
DTaNKZzxKKE	googletoolbaromg	1232	Comedy	180	738	4.88	8	9
uAw6xVN9vsg	HooverAY5	1172	Entertainment	314	10421	4.79	57	161
Ooiz2wyD_U8	cellmate89	1231	People|Blogs	589	1250	4.97	37	47
w0OIROITV3U	meganissokute	1231	People|Blogs	73	108	3	3	5
YqYkZkk9I2s	PizzaSlice111	1231	Entertainment	64	3603	4.38	32	67
0kw3U28LFrg	whatsthebizz	1228	Comedy	94	288	3	4	2
fAu-P1wKT5Q	whatsthebizz	1227	Entertainment	37	330	0	0	1
WNXNdx1EsK0	whatsthebizz	1228	Comedy	96	178	4	1	1
js7R4YCG8M0	AllAcessSk8Team	1244	Sports	102	97	5	4	5
5tPldLmzOcE	delaurifer	1025	Travel|Events	356	987	5	1	4
JDEwDOxkfII	djsvideodiarys	1137	Comedy	258	870	4.17	18	11
T7cSchqASJ0	djsvideodiarys	1165	Comedy	162	1463	4.62	16	17
hSsO1xNzXMM	virtualcinema	1228	Film|Animation	124	1697	4.46	24	31
3v3IlOsop08	andrejdrogheda	1231	Travel|Events	402	90	4.5	2	0
LDX_o_0z6K0	camil86	843	Music	128	14236	4.64	11	18
EhLjMOQ1mWQ	LaLohan87	1230	Music	73	1034	4.25	4	1
uNal1gA0iOE	AndreasSU	898	Music	236	18835	5	29	13
Dn1E8Gv6bW0	djsvideodiarys	1153	Comedy	348	1103	3.81	21	13
_IqxwyJ2U8A	Tonytvda	1134	Entertainment	443	132	0	0	0
8TfKM20qwuo	blueeewonder	1183	Entertainment	201	269	2.6	5	10
47h4ncrznA0	DanoBolger	1231	Comedy	272	89	3.8	10	6
tIxb0w3rrmg	futurepresidents	1235	Music	168	100481	4.65	105	130
tSZSGhdan-w	joh619	1219	Entertainment	70	271	0	0	0
uQCVL4Eagk4	derenzo4life	1236	Music	283	1714	5	1	0
P07TTRkcSlM	derenzo4life	1224	Entertainment	504	9048	4.57	21	5
IVv3UJS1FXM	mcpdelete	1208	People|Blogs	31	679	0	0	1
QnI_WCFicP8	djsvideodiarys	1180	Comedy	251	878	4.5	8	11
FKKGZ9O1z3g	micerape	1211	Music	245	92	3.67	3	4
1R46wCeYkGo	derenzo4life	1235	Music	168	27046	4.67	30	45
h34pPSt63Bs	puyan83	1245	Music	24	754	0	0	0
6xRES0PwSEg	venezolanium	1245	Music	275	1328	5	1	1
YMS8ZiZ5z_8	puyan83	1245	Music	77	614	5	2	2
Oxuulg7SnYE	puyan83	1245	Music	65	432	0	0	0
lVA4SAFZqgI	matercrak	1247	Music	385	1284	5	3	2
VXGvpB47USk	Biomechaniker	1245	Music	72	5007	4.85	13	17
5deK2xgPRa0	gaintxurizketa	1244	Music	91	5198	4.64	14	4
dkEnPeY0NXE	SummertimeGlobal	1247	Music	531	555	5	2	1
LmoWJkP--mM	POPIPATERNA	1245	Entertainment	296	1381	5	2	4
L-1DUzkbjqM	DClocotronik	1245	Music	95	834	0	0	2
vwiBnGGw_FY	YorchBek	1245	Music	108	130	0	0	0
HlYNHF_qhPg	puyan83	1245	Music	48	175	0	0	1
hM4KJtQNZ_o	teknorobin	1245	Music	29	988	5	2	4
1voROisJNac	puyan83	1245	Music	33	158	0	0	1
PYWA2_KTtqw	alexian23	1245	Entertainment	121	198	0	0	0
Ri3gVYXxLg0	puyan83	1245	Music	57	156	0	0	0
lwwypRFX1YA	sergycasttle33	1246	Music	198	3389	4.2	5	3
QBOuZxSccok	venezolanium	1247	Music	153	74	0	0	0
mw7rTX4spUo	cerumeador	1245	Music	111	2091	0	0	7
SyZxElsssuw	Drooski916	1085	Entertainment	219	149	0	0	2
u4fWqhlGZzE	siskandrov	756	Sports	251	7039	4.31	16	2
xPuHOmGWJbY	madonnaworld	907	Music	29	13170	4.61	18	30
_m1zPIMHlBM	jaklbing	1195	Comedy	14	73	0	0	0
rDjK3HwoaJ8	candyshopgirl71	1189	Music	186	330	5	2	10
-c2bYYWo17E	clipmasterz	1196	Music	242	4776	3	2	0
UPg2sE4-LiA	GeneStrife	1145	Sports	181	509	0	0	4
JuFTLd9tfhw	salsajar	1161	Entertainment	248	1157	0	0	0
YJzI525y870	dimensionrRYU	1024	Comedy	30	15580	3	4	4
ImKQSx390y0	dmyers93	1153	Comedy	153	67	0	0	1
gF6zYE2Ywk0	dungworm20	1186	Comedy	13	45	0	0	1
hTHXIZzCKBc	firebat2000	1181	Comedy	605	21915	4.18	38	20
UG_qFNtHaU0	godawar	882	Film|Animation	333	1888	0	0	3
BFQCs9_-XoY	musselshell	1150	Sports	68	175	4	1	1
bDx5_qUhlg0	MrHatoreSoma	993	Film|Animation	37	132	5	1	3
Xxn-BRK1rZM	dragon2169	961	Howto|Style	57	3326	3.67	6	9
Km2YdHr2Qyc	garycwang	867	Entertainment	17	9786	4.62	8	7
YQnGegvKJ1s	staplegun94	930	Howto|Style	82	701	4.75	4	3
yKU-gBHJuYQ	MagicCardKid	904	Entertainment	255	4588	2.79	19	16
VHu4VSz3iwY	CJsMagicSchool	1048	Howto|Style	233	1644	3.67	3	5
UvhQ7KMbqiQ	nicholsa55	1072	Entertainment	281	481	2	4	2
-uxRVp-Q2rk	amateurprocards	1051	Education	147	707	4.5	2	0
C7WI_nP-3ik	twiistedmagic	840	Howto|Style	139	6403	5	16	16
gZGU_NhC6nQ	staplegun94	930	Howto|Style	96	487	5	3	11
CHhVRl105aM	realhustledotcom	929	Entertainment	266	13000	5	9	20
YeGj2FJLJxQ	magicsch00l	838	Entertainment	89	19193	4.25	8	14
TiSB3wOiPtA	IanG551	1103	Entertainment	103	162	0	0	0
xm1r7juQHec	magic493226	1064	Entertainment	119	329	5	1	0
76-eAfIT5GA	threeXofXspades	780	Entertainment	39	2832	3.17	6	10
1dHCu92lciM	neohart69	842	Entertainment	18	965	3	2	3
nIY2aZVOkco	IIjunglejimII	807	Entertainment	30	764	5	2	3
bL4lkg0bHQo	slother101	949	Entertainment	77	762	0	0	2
2NSnShgwG3U	vantango1980	801	Howto|Style	172	10760	3.9	10	29
W1jhF7KlESE	hitchhikersguide2	710	Travel|Events	74	18877	4.56	9	22
tbwfNTi4duQ	usauctions	580	Autos|Vehicles	270	14166	3.53	15	0
pWQgJfRGMgg	ComedyTimeDir	801	Comedy	180	18583	3.89	62	34
tQlsXFfSuZU	texascountryreporter	945	Entertainment	394	10934	4.83	24	13
eMChGIVsPW8	therealhustleinfo	721	Entertainment	267	3347	4.67	12	2
7o5PDBP8_t0	royalstarguy	946	People|Blogs	350	3373	4.25	12	5
ofOmqMGkfuY	wwwcomes	620	News|Politics	46	3216	4.75	8	3
sIFkTmksGpY	davywilks	683	Comedy	258	4396	4	7	4
GsJVCby9dFI	30041535	708	Entertainment	124	16940	1.68	31	12
-dBzSHq_tA4	pecky1989	1244	Comedy	154	39	2	2	1
jT2WNdVDv4M	anaangieshow	1242	Comedy	105	100	5	3	3
eaMledbh-Oc	jlcfan4ever	1173	Entertainment	417	281	5	5	1
1YExXuUVXdQ	the5thmedium	1100	Entertainment	192	552	5	3	4
4LqB6CiQp9o	glozell1	1203	Comedy	51	812	4.4	5	5
D9z_btPlr-I	oldhockstatterplace	1086	Film|Animation	37	983	5	1	3
6-5_5gljP_w	Ap0ncho	1169	Music	350	2153	5	8	10
ohv9t-JW7Ks	SomeRandomKyle	1254	Comedy	80	525	3.81	43	25
gvGasd-6G2c	SomeRandomKyle	1254	Nonprofits|Activism	22	193	4	7	4
i5EWNzGtuX0	bigedude33	1134	People|Blogs	38	452	4.5	2	8
NKvzFjznH_g	SomeRandomKyle	1255	Comedy	25	388	5	2	4
54fyFzV5E5A	PatrickP31	1255	Entertainment	116	44	5	5	6
gZBxr80hYmY	UnionKid15	1255	People|Blogs	447	444	4.52	23	14
C3rZS-8LAvQ	xAccordianGuyx	1255	Comedy	122	4685	4.92	65	106
raGKQ6o5fH0	KaszanaiFryty	1255	Film|Animation	183	497	4.6	20	32
AnNoSY8WLwg	Randomchiix	1134	People|Blogs	44	40	2.5	2	2
t52T_W1e7dE	keith3d	1212	Film|Animation	594	16748	4.97	322	288
E55feGtTcnc	tear96	1241	Comedy	252	2018	2.83	53	47
y1zkhD7IxKw	brettwurm	1255	Comedy	16	9	0	0	0
zIsorWVgcNY	maryland678	1251	Education	4	1549	1.37	68	69
D5_oAhURVWA	missyJackie75	1251	Entertainment	31	93	0	0	1
LpI11mvs7fs	liddlepeep	1251	Entertainment	387	80	0	0	0
bd3B_H86zQs	basue	1252	Film|Animation	180	115	5	1	0
iexhFB4Ln8A	DeathGodMatt	1252	Film|Animation	128	118	5	2	0
-ZtkwsyFlZ8	TrojanX	1252	Entertainment	34	44	0	0	0
eUyamphODMw	LEGENDPREDAT0R	1252	Entertainment	109	382	2.6	5	3
qA0A2BM4ADg	jessemacsgirl87	1247	Entertainment	422	114	5	3	1
ao3J_S5zu_M	Blonnzoo	1252	People|Blogs	25	33	0	0	1
Ktl4EbDZxzM	scubakyle	1248	Nonprofits|Activism	234	258	5	2	0
p5g3nDaHlYU	justfreakinold	1247	Comedy	113	511	4.83	23	20
Zjj_rixhmMg	sullivandm	1246	Entertainment	127	367	0	0	0
TdbQ4kcGuWk	jakefiz	1252	Entertainment	69	80	3	2	9
atqbHYqxnN4	WOF08	1252	Comedy	31	68	0	0	2
ow6lNZG50D8	DainBramageStudios	1193	Comedy	183	241	2.8	5	5
YVtaxqMGbb0	raomaru	1251	Comedy	77	97	5	3	1
LJzze_xmwGg	maniacminor	1251	Comedy	85	371	5	5	4
Q0GrCoriywE	zhangyileo	1155	News|Politics	124	1376	5	10	17
HfrHQEQH9d0	cpj238	1148	Comedy	178	4582	4.09	11	5
p3K2L-Pk0uU	TotalTerror	1183	Comedy	158	957	5	9	4
16kJVh5LGc8	Aguy2593	920	Comedy	275	4437	4.62	29	23
dXE4pTkuvUk	heatherlovesclay	454	Music	96	4301	4.5	28	23
f51RTpHdHMs	javalu882005	1216	Comedy	447	380	4.25	8	7
_IdN1cdHMu0	AlJazeeraEnglish	1244	News|Politics	596	916	4.82	11	2
Jrn3bgpSjtA	obaidkarki	911	Education	638	1976	4.54	37	24
vyFW-1gnfFg	LoghanZ	1251	Comedy	81	45	0	0	0
mCNyRMSnybM	bmcj199	1235	Comedy	73	168	3	1	0
bfiZkK8LG8g	ScratchedChalkVideos	1247	Howto|Style	252	104	5	3	3
tL9vq97xtC4	BaboonFeces36	1228	Comedy	84	2309	4.83	24	33
BViwGvDG334	YTPManiac	1235	Comedy	61	247	2.67	3	2
wglYv8jThFE	skydust14	1236	Entertainment	24	106	0	0	1
tgfnp8z9ndk	iwantsomthingtoeat	1246	Entertainment	190	108	4	4	1
Znmd6HbrK_4	legendofthefox	1215	Comedy	509	3275	4.93	28	20
XXUHj4J-XUo	armanito	746	Comedy	73	1052	5	2	0
O7Tji0_Gdqo	MTB710	1066	Pets|Animals	59	30724	4.67	138	109
O_UhAT2dBOA	krissimar92	1212	People|Blogs	630	714	5	5	1
kC-Q27o8c_M	ShadowLuigi117alt	1236	Comedy	125	43	4	2	3
8F3YAlwTRsY	Supertoad25	1237	Comedy	76	1365	4.5	10	8
4s_4aRVUAOs	AGAlien	1018	Entertainment	76	458	3.67	3	1
q4ENM7AwUwQ	mrgiac910	1221	News|Politics	224	162	1.33	12	20
8Rm0lQzdJiI	nwt0poop	1201	People|Blogs	39	818	2.25	8	7
qAJ7DydiRJI	swimnasty	1035	Comedy	93	802	1	1	0
tmR3U7uFFi0	WILLBILLrox8P	1097	Howto|Style	77	2801	2	1	11
cLgO2RNdtbM	magikanofan	1172	Entertainment	117	357	2	1	0
_WulfNuFLZs	PKGamer88	1182	Entertainment	77	450	5	1	4
97QAbI9IvCY	oooMERTooo	561	Comedy	60	158147	4.71	140	50
sULbqMoWwM4	DokiDokiP	1232	Music	37	177	3.4	5	8
XjiHybENZbM	Clone0High	1208	Comedy	153	1716	5	14	22
h6brF8rPgQQ	bubzy107	1066	Comedy	66	629	4	4	21
vhK3SXleEdI	SpyrotheDragonX	1200	Comedy	64	1662	4.25	24	15
8yFKvukGSY4	Hing724	1231	Comedy	162	13576	4.71	141	128
UuZpOtQFYAY	skateordie4lyfebeezy	1229	Comedy	276	34	0	0	0
LJOlvBNDGMA	jdizil15	1203	Comedy	159	456	4.81	21	16
h31pDAjDmWM	jonathanstoffel56	 0 	UNA	136	1597	3.4	5	1
G4tVq64c9S0	Homepike	1228	Comedy	40	211	4.91	11	5
si4DZdAV2uI	darrenluc	1234	Entertainment	176	697	1	1	0
rJke1pGWLl0	cheergirl5895	1167	Comedy	120	2677	4	4	2
y5DtI7Kjr7M	absextape	1197	Entertainment	91	2184	0	0	0
chdEpsYcBbM	ollicerocks	1025	Music	223	15416	4.18	39	47
cz1Qyo176QU	DeltaKilo3	1233	Comedy	216	1155	4.73	22	20
PPGtkZfk7ug	DaFREAK888	696	Comedy	102	16218	4.3	30	19
znE6GXK16eQ	gamcw1	1142	Comedy	406	102	5	1	3
WQD2oYEfcos	mathewstheking	968	Comedy	38	2463	1.53	15	14
r2uxvcgd52I	TackyRackyComix	988	Comedy	396	4338	4.84	32	28
OqbonmEbM4k	Megamorph666	1230	Comedy	125	201	5	2	3
fEeJ_f2q05E	h2ofan1234	1230	Entertainment	222	91	0	0	1
X5uatuWT9NM	ampharos101	1254	Comedy	220	48	5	1	0
nsKxWa9sCLc	Seffyncloud	1254	Comedy	75	26	2.33	3	0
2dyl0nXJWYM	natecoconut	1254	Comedy	217	122	2.6	5	4
Rw5IFcI1Yk4	zezio8	1254	Entertainment	232	40	4.67	3	1
3z1uj03mhgs	KroboProductions	1254	Howto|Style	43	7544	4.59	293	268
OdtZ8E65BK4	XShadow999	1254	Comedy	121	48	3	1	0
wh6_-KtD0Wc	ElSeniorDouchebag	1254	Pets|Animals	30	113	4.44	9	8
se-dZgYStoc	Blueman15432	1254	Entertainment	106	119	4.14	7	5
h6t96UI63H8	missibucketredux	1255	Pets|Animals	25	43	5	2	2
w_a4QJ_WUtU	ALPHAMARIOX	1254	People|Blogs	7	53	5	2	6
KrnnNKAF13I	snake8127	1253	Entertainment	321	36	5	1	1
ySVVV80IhLQ	shaddowsiner	1253	Comedy	283	104	5	1	3
FYdKKWaZvUQ	sakelee	1253	Comedy	242	110	4.67	6	3
cMotTHEolmQ	swedishmario	1254	Comedy	95	34	0	0	0
V3JpIbXrA2A	reptarbarz	1253	Comedy	58	84	0	0	1
9u2P9kg4J70	imobsessed314	1254	Education	45	28	4	2	0
NGu6f1xX4y4	Ikumei	1254	Comedy	103	243	4.5	8	7
ReDjkeUpwD8	myownworld921	1229	Music	65	250	5	3	2
DnAp0qo5I6w	whatsupskaters1	1232	People|Blogs	222	371	4.89	9	9
OsOBVBaflt0	jennyhun8	1217	Music	225	4361	4.93	27	58
2nivdQo9tko	starkidz07	1236	Entertainment	599	145	4.67	3	1
2Fam-zPy-aI	n2b4l	1224	Entertainment	448	277	5	2	0
DGf6MmkiSZ0	ILoveNatWolff94	1139	Music	211	14517	4.62	45	41
6BnL-hIXWsY	starkidz07	1236	Entertainment	552	49	0	0	0
3w5lMdL91zg	myownworld921	1230	Entertainment	75	452	4	4	5
nwNQe5pcmMo	BTTFIV	1236	Music	197	836	2.86	7	12
eAkvx9gM2RA	JadedCatalyst	1185	Music	190	8302	4.93	56	41
Ar3gVq580FI	Cmortenson25	1229	Entertainment	37	98	5	1	1
-gx9R5vrVnk	adamiscrazyfornbb9	1231	Entertainment	35	155	5	1	0
Jnhs_rUY6F8	nbb2428	1228	Entertainment	171	772	5	10	8
VDA979836UI	thejackster6	1230	Comedy	217	57	0	0	0
QA3il4Oj_f0	mariopro	1249	Gaming	477	85	4.5	2	2
kPVE2rUKzvQ	Ouendanation	1253	Comedy	67	175	4.33	6	5
AHAktmu6tDs	cavemano123	1252	Comedy	64	14	0	0	0
hrbEj9bEXSU	KaksErtsu	1251	Education	420	235	5	7	6
rq_YKfU1QuI	smasher1237	1248	Entertainment	50	136	2	7	0
uKOLhoL40ss	Smokerules123	1161	Comedy	73	2632	4.56	18	13
AU7McCyJr20	emperorIng360	1201	Howto|Style	431	846	4.67	15	15
wWvRiS1OLLw	Demset	1080	Comedy	44	2058	3.96	23	8
-B1kkyGjYjw	smasher1237	1247	Entertainment	48	33	5	2	0
pEVhMR-RxVU	AlwaysDeliverz	1246	Comedy	61	172	5	4	6
DS8nB6bIAJA	jourtor	1251	Sports	100	220	2	4	4
zgVhxZ2cKB8	MobileSyrup	1251	Science|Technology	57	176	5	1	0
oGtY-Cci0CI	iposet	1251	Science|Technology	209	2448	3	1	1
txysBfk40Bw	MayorGalvan	1251	Howto|Style	600	277	1.5	2	0
zPWm8E9yS18	Alexthebestia	1251	Music	37	148	0	0	0
v8HtZ8WPk8Y	SamanthaHamabc	1251	Science|Technology	128	549	3.5	6	8
nhMDXXQFPLA	MetalMeatwad	1251	Science|Technology	131	46	0	0	0
bhICrcDUmp0	Easitz	1251	Science|Technology	95	170	0	0	0
M7SgQzwV8FE	Geten123	1253	Autos|Vehicles	4	66	5	1	1
Z1mfJOEDjOI	Bangenn	1251	Science|Technology	289	152	0	0	0
uqhM416UyQ8	LonSeidman	1251	Science|Technology	126	94	5	1	1
c0wdQCrnIB8	ifonegeek	1251	Autos|Vehicles	353	310	3	1	0
jFoW16-ooIg	ifonegeek	1251	Autos|Vehicles	24	74	0	0	0
